id_person,person_name,sex,birthdate,passport,drive_license
1001,Парамон Васильевич Киселев,муж,2008-01-18,NULL,NULL
1002,Светлана Руслановна Лебедева,жен,1990-08-28,0086607010,84631035068
1003,Алексей Ефремович Лобанов,муж,1984-12-09,8994304293,6251974569
1004,Зуева Дарья Степановна,жен,2019-07-12,NULL,NULL
1005,Владлен Игнатьевич Воронов,муж,1976-09-12,8562417173,10601901520
1006,Маргарита Алексеевна Костина,жен,1996-10-12,4210831203,21011962680
1007,Оксана Валентиновна Пономарева,жен,2002-05-05,45775441081,NULL
1008,Варфоломей Гертрудович Козлов,муж,1970-04-15,04201014564,91005255802
1009,Мамонтова Анжела Эдуардовна,жен,1984-05-28,51009778815,5965100476
1010,Блинов Ладимир Абрамович,муж,1991-12-16,3631142431,1055814033
1011,Терентьев Глеб Брониславович,муж,2011-12-20,NULL,NULL
1012,Белова Наина Эльдаровна,жен,1996-03-14,8230937661,010633510909
1013,Миронова Виктория Ильинична,жен,1973-06-13,645106671013,7985352779
1014,Анжела Леоновна Ларионова,жен,2014-07-20,NULL,NULL
1015,Горшкова Ксения Максимовна,жен,2014-05-03,NULL,NULL
1016,Мухин Никанор Ермолаевич,муж,1989-10-07,105102108345,6824363887
1017,Гордеева Жанна Сергеевна,жен,2011-05-22,NULL,NULL
1018,Антонова Феврония Анатольевна,жен,2017-04-07,NULL,NULL
1019,Кабанов Иларион Ефремович,муж,2009-03-26,NULL,NULL
1020,Доронина Алла Артемовна,жен,2014-07-13,NULL,NULL
1021,Марфа Богдановна Маркова,жен,1992-04-10,1845064212,7492612480
1022,Нинель Рубеновна Коновалова,жен,2007-06-10,NULL,NULL
1023,Пахом Адамович Симонов,муж,1981-11-15,0177758263,4485783434
1024,Доронина Агафья Архиповна,жен,1988-06-16,6068504416,6909595304
1025,Быкова Элеонора Семеновна,жен,1997-10-05,6510901078101,1098994154
1026,Михеев Иларион Феодосьевич,муж,1990-12-08,04104277591,08810299103
1027,Нонна Святославовна Иванова,жен,2015-11-22,NULL,NULL
1028,Романов Максим Жоресович,муж,2016-07-01,NULL,NULL
1029,Филиппова Синклитикия Эльдаровна,жен,1993-04-13,4865929221,50247662410
1030,Аполлинарий Борисович Фомичев,муж,2003-04-03,4829938117,NULL
1031,Шилова Наина Геннадьевна,жен,1983-03-02,75580510295,3956033910
1032,Медведев Никон Адрианович,муж,1970-01-26,109911102921,15340333102
1033,Клавдий Эдгарович Кондратьев,муж,2017-12-24,NULL,NULL
1034,Ульяна Вячеславовна Якушева,жен,2000-02-20,1347003523,847105110165
1035,Буров Демьян Даниилович,муж,2016-03-26,NULL,NULL
1036,Тимофеев Азарий Феофанович,муж,1986-02-22,12102210451010,2938818862
1037,Лавр Алексеевич Ситников,муж,1980-06-14,0060038420,9571292630
1038,Орлов Филарет Харламович,муж,1994-12-12,51051002101019,4467250791
1039,Зуева Фёкла Филипповна,жен,1978-03-06,1703141835,7327866230
1040,Полякова Акулина Семеновна,жен,1976-03-07,09110405586,85994410092
1041,Богданов Григорий Борисович,муж,2005-04-27,46642561009,NULL
1042,Белоусова Ксения Тарасовна,жен,1991-09-08,9484330946,101026160794
1043,Дорофей Брониславович Нестеров,муж,1978-12-01,7982498736,100546101064
1044,Родион Валерианович Ситников,муж,1979-06-28,4381308532,83502010360
1045,Крылова Ангелина Робертовна,жен,2009-02-13,NULL,NULL
1046,Баранов Вышеслав Демидович,муж,2009-01-10,NULL,NULL
1047,Григорьева Элеонора Алексеевна,жен,2002-06-21,7158936628,NULL
1048,Вероника Валентиновна Зимина,жен,1997-08-16,10840511808,7617077586
1049,Алевтина Геннадиевна Ильина,жен,1980-04-01,108838751049,10001077104210
1050,Елизавета Харитоновна Маслова,жен,2011-09-13,NULL,NULL
1051,Евстафий Геннадиевич Зуев,муж,2006-04-12,NULL,NULL
1052,Кирилл Харлампьевич Шашков,муж,1983-07-25,18781073987,72310357653
1053,Нифонт Вилорович Матвеев,муж,1997-11-16,9706029003,0972108105010
1054,Соловьев Симон Ефимович,муж,1981-11-16,0615216094,6673003202
1055,Радим Юлианович Симонов,муж,1982-11-08,10896695519,7489696058
1056,Бобылева Варвара Вячеславовна,жен,1998-12-30,35804137104,7775653212
1057,Раиса Руслановна Крюкова,жен,1974-02-14,10089314272,40752741109
1058,Мария Вадимовна Киселева,жен,2006-12-23,NULL,NULL
1059,Колесников Адам Евстигнеевич,муж,2011-11-25,NULL,NULL
1060,Ильина Светлана Леоновна,жен,1972-02-29,100461034673,0319324257
1061,Ермил Всеволодович Михайлов,муж,1979-02-23,4046107783,6722141305
1062,Гордей Борисович Ширяев,муж,2018-10-18,NULL,NULL
1063,Романова Надежда Андреевна,жен,2002-11-09,1469110399,NULL
1064,Рюрик Гаврилович Кулагин,муж,1999-10-01,5066827630,6203898277
1065,Сократ Арсенович Герасимов,муж,2000-07-07,0399886059,89961771079
1066,Быков Мирон Ефимович,муж,1992-10-07,71208610165,10589259940
1067,Синклитикия Робертовна Моисеева,жен,1993-05-06,80021050267,3102226831
1068,Ильин Устин Давыдович,муж,1970-10-11,8619851549,1715252187
1069,Журавлев Мокей Гурьевич,муж,2016-06-29,NULL,NULL
1070,тов. Соболев Авксентий Фёдорович,муж,1987-04-17,3791279578,97178801069
1071,Лора Матвеевна Анисимова,жен,1978-05-25,3796809075,34395106114
1072,Тетерина Галина Харитоновна,жен,1996-10-13,0181100105100,81070208924
1073,Макаров Валерий Викторович,муж,2018-01-04,NULL,NULL
1074,Григорьев Гордей Якубович,муж,2014-04-02,NULL,NULL
1075,г-жа Борисова Вера Матвеевна,жен,1983-12-03,22102991098,310294021005
1076,Радислав Владиславович Афанасьев,муж,2009-10-20,NULL,NULL
1077,Андреева Лукия Анатольевна,жен,2010-08-22,NULL,NULL
1078,Александра Ниловна Матвеева,жен,2007-07-30,NULL,NULL
1079,Шилова Эмилия Андреевна,жен,1982-03-16,81366052510,72107961064
1080,Ермил Данилович Брагин,муж,2016-10-09,NULL,NULL
1081,Котов Евлампий Гаврилович,муж,1977-03-08,58080441005,4161799604
1082,Потап Власович Герасимов,муж,2004-01-11,101092378930,NULL
1083,Суханов Гостомысл Борисович,муж,2008-04-10,NULL,NULL
1084,Симонова Прасковья Петровна,жен,2017-01-26,NULL,NULL
1085,Ульяна Романовна Власова,жен,1996-01-08,55490701101,0887393271
1086,тов. Панова Василиса Кузьминична,жен,2009-11-09,NULL,NULL
1087,Авдеев Гордей Федосеевич,муж,1986-01-08,6727104891,3285041453
1088,Ратмир Анатольевич Некрасов,муж,1983-09-12,18410107751,64211610323
1089,Маргарита Борисовна Игнатова,жен,1999-04-13,1205807550,65788501067
1090,Владилен Устинович Крюков,муж,2014-04-09,NULL,NULL
1091,Князев Прохор Архипович,муж,1996-03-26,69883120510,0458315618
1092,Зимина Глафира Викторовна,жен,1978-12-14,0297929527,36882107047
1093,Горбачев Пантелеймон Эдгарович,муж,1980-08-07,3152228332,53025102797
1094,Голубева Глафира Кузьминична,жен,2004-06-14,7822845544,NULL
1095,Агафонова Алина Тимофеевна,жен,2007-03-29,NULL,NULL
1096,Котов Изяслав Фролович,муж,1974-09-10,55107247510,46301005413
1097,Парфен Демидович Галкин,муж,1971-04-13,8925647213,93310931916
1098,Павлов Афиноген Якубович,муж,1999-12-08,5369153539,8433632088
1099,Воронцов Митофан Богданович,муж,1999-10-08,5522788431,71016215791
1100,Евфросиния Ждановна Кузьмина,жен,1981-10-11,90573371108,810010911015
1101,Панов Архип Артемьевич,муж,1997-02-14,85341031216,010261004101
1102,Зоя Геннадиевна Андреева,жен,1974-10-20,59127109381,0461670202
1103,Жукова Вероника Тимофеевна,жен,1974-06-29,97066310982,83591064358
1104,Фортунат Чеславович Романов,муж,2020-03-06,NULL,NULL
1105,Екатерина Владимировна Николаева,жен,2008-01-10,NULL,NULL
1106,Леон Борисович Орлов,муж,1986-12-31,85510063739,948701056107
1107,Игнатьев Твердислав Артурович,муж,1976-09-30,00938106529,110510021187
1108,Лидия Тарасовна Куликова,жен,1970-02-28,525101050357,38104610173
1109,Волкова Нина Олеговна,жен,2005-11-29,105286910990,NULL
1110,Евсеева Эмилия Николаевна,жен,1987-10-12,6864386788,930833710105
1111,Некрасов Милен Эдгарович,муж,1979-06-28,732109101422,31048206869
1112,Зыкова Полина Федоровна,жен,1994-05-02,228362610108,9467652596
1113,Кирилл Зиновьевич Терентьев,муж,1999-07-28,64101078210310,1537120937
1114,Клавдия Тимуровна Кошелева,жен,1985-04-03,83708510702,18153310541
1115,Лапин Всемил Витальевич,муж,1971-12-29,10788550095,95510523160
1116,Никодим Иосифович Исаков,муж,2018-02-12,NULL,NULL
1117,Мамонтов Артем Дорофеевич,муж,2010-01-03,NULL,NULL
1118,Галина Владиславовна Тарасова,жен,2020-09-16,NULL,NULL
1119,Максимова Акулина Анатольевна,жен,1972-05-27,72291101732,64451071318
1120,Пелагея Архиповна Соловьева,жен,1998-11-07,839971391010,0218265889
1121,Харитон Алексеевич Горбунов,муж,1971-01-12,87379760101,16103283946
1122,Титова Марфа Харитоновна,жен,2005-03-16,0724911625,NULL
1123,Сергеева Ксения Валентиновна,жен,1974-01-24,56610445840,6287983219
1124,Мирослав Ильич Соболев,муж,1999-06-06,391065210327,64810854209
1125,Виктория Вениаминовна Филатова,жен,1987-12-06,8148100310103,8087572997
1126,Елизавета Станиславовна Быкова,жен,1994-01-01,74941065024,10610710310223
1127,Виктория Богдановна Юдина,жен,1977-04-12,5196227200,61002849924
1128,Тихонов Селиверст Филатович,муж,1988-04-22,1072110107955,107681024288
1129,Олимпиада Макаровна Белозерова,жен,2001-01-21,464971931010,2700668657
1130,Дорофеев Михей Яковлевич,муж,1997-03-11,9535204717,39795181023
1131,Варфоломей Харитонович Орехов,муж,1996-09-11,7143363759,925751091049
1132,Раиса Аркадьевна Баранова,жен,1988-02-05,75450410313,8152162797
1133,Полина Егоровна Соколова,жен,1982-09-15,0733817305,49851027636
1134,Алевтина Петровна Кошелева,жен,2010-03-01,NULL,NULL
1135,Крылов Леонтий Елисеевич,муж,1997-08-28,63107933364,64510085293
1136,Ермакова Лариса Владиславовна,жен,1977-08-18,6877780448,2925106996
1137,Бурова Анна Ефимовна,жен,1972-03-21,70110813018,2394968321
1138,Цветков Евлампий Гордеевич,муж,1971-12-18,5847814873,80510821070
1139,Наум Игоревич Семенов,муж,2006-05-12,NULL,NULL
1140,Зыков Савватий Валерианович,муж,1996-12-30,9996746187,4915001081010
1141,Акулина Павловна Галкина,жен,2014-03-08,NULL,NULL
1142,Лазарь Харламович Соколов,муж,1988-08-06,17591020632,3472545462
1143,Бобылев Кирилл Федосьевич,муж,2007-01-09,NULL,NULL
1144,Шестаков Савва Августович,муж,2016-02-28,NULL,NULL
1145,Лукин Дмитрий Фролович,муж,1970-04-10,4953064540,6433399715
1146,Авдеев Устин Федосеевич,муж,1973-07-03,8380067496,0333039303
1147,Овчинников Юрий Якубович,муж,1976-03-30,78929003710,6526041989
1148,Алевтина Леоновна Фомина,жен,1972-10-07,27950810920,9597242203
1149,Яковлев Галактион Германович,муж,1997-01-20,1845001464,7848100450
1150,Светлана Антоновна Кабанова,жен,1974-05-23,22489101018,8022066743
1151,Мефодий Антонович Поляков,муж,2018-07-18,NULL,NULL
1152,Новикова Анна Артемовна,жен,1988-03-15,52739062106,7418721478
1153,Дорофеев Конон Федосеевич,муж,2016-01-07,NULL,NULL
1154,Кузнецов Павел Трофимович,муж,2020-01-18,NULL,NULL
1155,Гордеева Надежда Станиславовна,жен,1980-06-18,7926477067,3859075692
1156,Савин Михаил Фадеевич,муж,1982-02-14,49510401585,6377340805
1157,Октябрина Дмитриевна Капустина,жен,2016-05-27,NULL,NULL
1158,Глафира Вениаминовна Соболева,жен,1991-06-18,7137233200,83107833040
1159,Власов Селиван Фролович,муж,1985-03-10,91022622215,382226105100
1160,Анжела Антоновна Рогова,жен,1986-11-13,0687939468,4417949621
1161,Чернова Анастасия Федоровна,жен,1990-06-15,661093092410,7428141407
1162,Марина Харитоновна Маркова,жен,2005-06-15,986498100101,NULL
1163,Ярополк Демьянович Антонов,муж,2007-11-30,NULL,NULL
1164,Надежда Матвеевна Иванова,жен,2018-03-29,NULL,NULL
1165,Самойлов Анатолий Гурьевич,муж,2016-10-25,NULL,NULL
1166,Голубев Кир Алексеевич,муж,1977-09-14,1963035085,720581071103
1167,Никифоров Остап Ермолаевич,муж,2002-06-19,09041861015,NULL
1168,Алла Захаровна Нестерова,жен,2018-11-30,NULL,NULL
1169,Измаил Андреевич Овчинников,муж,1981-05-23,641022943710,634410061025
1170,Нестеров Анисим Матвеевич,муж,1995-03-29,104889981082,46996110490
1171,Зуева Галина Кирилловна,жен,2015-05-26,NULL,NULL
1172,Дмитриева Евпраксия Леонидовна,жен,1998-05-25,8659048760,2919477134
1173,Козлова Любовь Никифоровна,жен,1985-08-17,12108023470,51438281089
1174,Галина Богдановна Кириллова,жен,1975-11-21,19791109003,33426239101
1175,Иннокентий Ерофеевич Новиков,муж,2009-01-09,NULL,NULL
1176,Лебедева Нонна Павловна,жен,1987-12-06,7057217251,6893963274
1177,Ананий Елисеевич Прохоров,муж,1970-10-22,37767227105,1917583614
1178,Костин Ювеналий Матвеевич,муж,2009-12-18,NULL,NULL
1179,Попова Евпраксия Михайловна,жен,2000-06-14,5869621785,85434261210
1180,Евфросиния Тимуровна Королева,жен,2001-06-29,34785102986,709191040107
1181,Терентьева Зинаида Романовна,жен,2000-01-10,664104104347,08103145528
1182,Белозеров Гремислав Иосифович,муж,1992-07-11,1104911010986,83491011939
1183,Еремей Владиславович Уваров,муж,2003-07-15,72833107587,NULL
1184,Некрасов Куприян Фёдорович,муж,2014-10-06,NULL,NULL
1185,Ладислав Марсович Шашков,муж,1974-07-15,9877917264,29301069533
1186,Лукия Валентиновна Шестакова,жен,1996-04-05,6008529939,310600768110
1187,Варвара Руслановна Артемьева,жен,1973-11-10,61243051710,98101066105105
1188,Воронцова Кира Вячеславовна,жен,1986-05-27,109189531072,0101045381016
1189,Прохоров Чеслав Захарьевич,муж,1972-10-23,07616618102,94421089648
1190,Викентий Владленович Михайлов,муж,2000-03-02,8732058761,8736177855
1191,Рябова Фаина Натановна,жен,1997-09-18,4828747846,62089221059
1192,Борислав Брониславович Сазонов,муж,2015-06-18,NULL,NULL
1193,Ермакова Лора Романовна,жен,1994-03-29,53286281000,46371054776
1194,Юлия Олеговна Жукова,жен,1997-08-05,3770173934,0378253550
1195,Клавдий Теймуразович Ларионов,муж,1973-07-31,04458438107,79103123849
1196,Федоров Амвросий Александрович,муж,2002-08-29,9248517022,NULL
1197,Олимпиада Валентиновна Ларионова,жен,1994-05-08,5718355817,1242330952
1198,Анисимов Аскольд Феодосьевич,муж,2011-01-26,NULL,NULL
1199,Филатова Евпраксия Афанасьевна,жен,1981-11-08,0106109610369,101092790884
1200,Королева Екатерина Макаровна,жен,1981-06-15,30706305100,0589894658
1201,Козлова Евфросиния Ждановна,жен,2015-04-21,NULL,NULL
1202,Виноградова Валерия Артемовна,жен,1992-08-14,32655102991,0828319969
1203,Горбунов Самуил Александрович,муж,1985-08-22,41013890814,945210710102
1204,Аркадий Еремеевич Беспалов,муж,2004-09-29,1396653144,NULL
1205,Осип Фролович Тарасов,муж,1986-08-29,097297010810,9131639584
1206,Серафим Витальевич Ситников,муж,2012-11-23,NULL,NULL
1207,Дорофеев Севастьян Исидорович,муж,2012-04-28,NULL,NULL
1208,Карпова Ираида Кузьминична,жен,1994-11-02,97839210358,0793620816
1209,Наркис Елисеевич Жданов,муж,1986-03-27,2311010478210,2921811519
1210,Давыдов Фотий Богданович,муж,1981-12-22,10063033861,2072839889
1211,Владилен Игоревич Жуков,муж,2007-01-04,NULL,NULL
1212,Ефимов Владилен Геннадиевич,муж,2009-08-10,NULL,NULL
1213,Меркушева Марина Геннадьевна,жен,2018-11-12,NULL,NULL
1214,Орехова Клавдия Владимировна,жен,2017-08-22,NULL,NULL
1215,г-н Федотов Амос Васильевич,муж,1993-09-22,6243244774,36313741008
1216,Лукия Матвеевна Константинова,жен,2011-11-30,NULL,NULL
1217,Петухова Анастасия Валериевна,жен,2013-01-29,NULL,NULL
1218,Князев Никодим Аверьянович,муж,2009-09-20,NULL,NULL
1219,Одинцова Лидия Наумовна,жен,1998-01-09,71057598767,91547510444
1220,Новикова Любовь Валериевна,жен,2015-04-02,NULL,NULL
1221,Веселова Мария Ефимовна,жен,1988-11-19,95101021064210,71065516104
1222,Макарова Лукия Николаевна,жен,1986-09-26,7398412436,3169848461
1223,Ульяна Валентиновна Панова,жен,1996-05-30,5117529772,161054472510
1224,Лора Аскольдовна Владимирова,жен,1980-02-17,06934351048,2184731350
1225,Владимирова Наина Ивановна,жен,1977-07-10,01787108419,37746925010
1226,Август Ефстафьевич Денисов,муж,2005-12-06,7510102901310,NULL
1227,Осипова Алла Валериевна,жен,2004-03-23,10731832445,NULL
1228,Лукия Васильевна Горбунова,жен,2011-01-02,NULL,NULL
1229,Князева Евдокия Степановна,жен,1988-01-13,510506271039,5770283715
1230,Людмила Руслановна Фролова,жен,2019-05-29,NULL,NULL
1231,Гусева Виктория Романовна,жен,2014-11-19,NULL,NULL
1232,Сергеева Клавдия Ниловна,жен,2003-02-27,61210731659,NULL
1233,Кондратьева Ангелина Тарасовна,жен,1994-06-01,3410101021860,10136685909
1234,Эрнест Артурович Рябов,муж,2008-07-26,NULL,NULL
1235,Мишин Тимофей Елизарович,муж,1974-12-10,8073153181,2105089583
1236,Станимир Артёмович Белоусов,муж,1981-02-26,98771050529,49231053355
1237,Евдокимов Яков Матвеевич,муж,1989-01-22,01003575200,9436531076
1238,Матвеев Харлампий Гертрудович,муж,2002-08-20,410701065031,NULL
1239,Лора Рубеновна Жданова,жен,1991-02-05,73172710312,5922735856
1240,Доронин Изяслав Терентьевич,муж,1986-01-15,941091109918,4572730082
1241,Евдокимова Валерия Аркадьевна,жен,2003-12-14,78510879114,NULL
1242,Тетерин Рубен Вячеславович,муж,1986-01-14,1434526951,103101575732
1243,Влас Александрович Жданов,муж,2009-02-27,NULL,NULL
1244,Зуев Исидор Юлианович,муж,2019-10-23,NULL,NULL
1245,Милен Харлампович Третьяков,муж,1976-06-27,98297311038,910851094574
1246,Олимпиада Макаровна Мясникова,жен,1978-10-24,10470139302,4966527477
1247,Василиса Тимуровна Щукина,жен,2016-02-26,NULL,NULL
1248,Самойлов Ярослав Дмитриевич,муж,2000-01-05,061010217310,30076310669
1249,Иванна Евгеньевна Зимина,жен,1988-08-08,4487089458,0714916758
1250,Прасковья Александровна Вишнякова,жен,1988-08-14,24100493601,2299988234
1251,Богданов Ювеналий Глебович,муж,2002-06-05,8620610310,NULL
1252,Зайцев Гаврила Богданович,муж,1993-03-17,4349661061010,2354340652
1253,Артем Всеволодович Капустин,муж,2000-08-23,31307100764,4455407725
1254,Вера Натановна Андреева,жен,1979-09-22,48342882105,64101584869
1255,Доронин Мартын Богданович,муж,2006-06-28,NULL,NULL
1256,Меркушев Владилен Демьянович,муж,2018-03-06,NULL,NULL
1257,Данила Арсеньевич Игнатьев,муж,1981-03-21,8004310011,41058095696
1258,Прокофий Матвеевич Мартынов,муж,1970-11-20,1684166548,2577310101050
1259,Фёкла Константиновна Селиверстова,жен,2009-06-01,NULL,NULL
1260,Януарий Бориславович Ершов,муж,2018-07-22,NULL,NULL
1261,Ефрем Геннадиевич Баранов,муж,1979-05-03,71067997532,69485510720
1262,Ситникова Ирина Константиновна,жен,2015-06-29,NULL,NULL
1263,Пелагея Семеновна Некрасова,жен,1994-12-22,981024650107,10289103092
1264,Кириллова Маргарита Алексеевна,жен,1994-05-14,9117950602,116910107394
1265,Хохлов Трофим Гордеевич,муж,2009-11-23,NULL,NULL
1266,Касьян Фролович Никифоров,муж,1984-03-08,53098661038,5380901508
1267,Коновалова Вероника Антоновна,жен,1987-12-24,731086104877,1117098115
1268,Кононов Аполлон Давидович,муж,1979-12-22,710781035434,0986292167
1269,Милан Елизарович Сидоров,муж,2014-08-31,NULL,NULL
1270,Олимпий Трифонович Никифоров,муж,1992-12-17,0288710101012,8809696285
1271,Ефрем Харлампьевич Селиверстов,муж,2015-03-01,NULL,NULL
1272,Всеслав Терентьевич Гуляев,муж,2011-12-03,NULL,NULL
1273,Маргарита Петровна Копылова,жен,1974-05-30,310755100876,13571007389
1274,Рюрик Владленович Михайлов,муж,1989-01-27,54717810250,9489839436
1275,Евдокия Геннадиевна Максимова,жен,2016-02-09,NULL,NULL
1276,Данилов Эрнест Игоревич,муж,1988-11-05,221022492102,727834101047
1277,Ильина Нина Яковлевна,жен,2006-05-16,NULL,NULL
1278,Рыбакова Светлана Валериевна,жен,1980-06-19,089810581107,7055426638
1279,Панфилов Кузьма Ааронович,муж,1988-06-25,10084492712,107091003632
1280,Денис Устинович Чернов,муж,1993-12-15,1979756755,57478010369
1281,Королева Регина Николаевна,жен,2010-11-11,NULL,NULL
1282,Агафья Болеславовна Лукина,жен,1980-11-03,10469733735,5155628460
1283,Марина Богдановна Яковлева,жен,1984-02-28,9286706363,591088105349
1284,Мариан Валерианович Комиссаров,муж,2018-03-20,NULL,NULL
1285,Ярополк Венедиктович Кулаков,муж,1985-08-22,148101084992,62769206100
1286,Евпраксия Макаровна Аксенова,жен,2014-06-29,NULL,NULL
1287,Григорий Феликсович Ларионов,муж,2013-01-08,NULL,NULL
1288,Красильников Милен Чеславович,муж,1985-12-30,376541075100,880102410553
1289,Харитонова Пелагея Анатольевна,жен,2016-08-13,NULL,NULL
1290,Алла Болеславовна Евсеева,жен,1984-07-06,5093310652,2957548073
1291,Доброслав Изотович Сидоров,муж,2010-01-14,NULL,NULL
1292,Елена Борисовна Егорова,жен,1991-04-22,8039707757,0023819828
1293,Игнатов Владилен Вилорович,муж,1990-11-30,810988101065,627510610822
1294,Никифоров Наум Яковлевич,муж,1981-08-05,02710387587,31054846316
1295,Казакова Наталья Егоровна,жен,2004-12-09,19011010011,NULL
1296,Зоя Петровна Григорьева,жен,2005-06-26,5864690351,NULL
1297,Ия Артемовна Наумова,жен,2013-03-04,NULL,NULL
1298,Раиса Павловна Колобова,жен,1972-11-08,58011007738,9240577615
1299,Бурова Василиса Вениаминовна,жен,2006-06-13,NULL,NULL
1300,Сысоева Наина Святославовна,жен,1974-08-15,78571018524,8704117337
1301,Евдокимова Феврония Олеговна,жен,1994-02-11,10740400370,80089110691
1302,Никон Арсеньевич Гурьев,муж,1982-11-14,10819280824,690646410106
1303,Григорьев Аркадий Бориславович,муж,2016-02-02,NULL,NULL
1304,Вениамин Еремеевич Блинов,муж,1972-01-09,9346383628,0732795710
1305,Януарий Филиппович Русаков,муж,1973-08-03,42431027481,34104024154
1306,Ангелина Вениаминовна Гущина,жен,1987-12-07,5606900602,340810802107
1307,Артем Харлампьевич Орехов,муж,1971-07-10,6085804223,57697010800
1308,Арефий Еремеевич Иванов,муж,2019-03-31,NULL,NULL
1309,тов. Горбунова Фаина Ниловна,жен,2012-09-04,NULL,NULL
1310,Егоров Нестор Бориславович,муж,2013-08-15,NULL,NULL
1311,Давыдова Клавдия Семеновна,жен,2010-05-27,NULL,NULL
1312,Лебедева Алла Юльевна,жен,1980-11-09,7272349648,3828577632
1313,Коновалов Евграф Еремеевич,муж,1997-12-14,48432418910,51012310102910
1314,Сила Евсеевич Беляков,муж,1976-06-06,4376464531,100103316363
1315,Олимпиада Рудольфовна Горшкова,жен,1997-10-23,107010752389,3012432432
1316,Элеонора Мироновна Кудряшова,жен,2013-11-10,NULL,NULL
1317,Василиса Дмитриевна Прохорова,жен,1981-07-06,60106041100,10407488348
1318,Ювеналий Фомич Буров,муж,2006-02-08,NULL,NULL
1319,Иванова Ксения Рудольфовна,жен,2008-02-07,NULL,NULL
1320,Кир Анатольевич Лыткин,муж,2019-09-18,NULL,NULL
1321,Агафья Богдановна Аксенова,жен,2004-10-13,72101010310060,NULL
1322,Воронова Олимпиада Альбертовна,жен,1983-05-15,11006665509,107650710448
1323,Шубина Октябрина Ивановна,жен,2015-03-14,NULL,NULL
1324,Мишина Алевтина Федоровна,жен,1975-05-17,5896192605,5140943903
1325,Татьяна Сергеевна Белозерова,жен,1977-08-14,3315077160,03083851011
1326,Рожкова Алла Георгиевна,жен,1984-03-05,44010945510,906101059913
1327,Шашкова Октябрина Кирилловна,жен,1982-05-21,8267753322,6074480056
1328,София Юрьевна Александрова,жен,2005-06-28,8391001010043,NULL
1329,Коновалова Нонна Никифоровна,жен,2008-02-07,NULL,NULL
1330,Зиновьев Натан Федотович,муж,1973-01-04,34899810714,089710991016
1331,Елизар Абрамович Ковалев,муж,1988-07-28,0607316787,8045902402
1332,Роман Терентьевич Карпов,муж,2001-05-07,1765918461,272751001019
1333,Фёкла Антоновна Анисимова,жен,1995-04-19,3862757407,53001108464
1334,Трофимова Пелагея Мироновна,жен,2004-02-01,474810683110,NULL
1335,Филипп Анатольевич Муравьев,муж,1992-07-15,18365178710,69998533105
1336,Фаина Архиповна Большакова,жен,1983-04-19,210310719326,5090527353
1337,Кузьмина Зоя Юльевна,жен,1986-02-23,07744510637,03123299104
1338,Моисеев Аскольд Валерьянович,муж,1970-06-17,54524405106,98228102676
1339,Власов Конон Гордеевич,муж,2006-12-24,NULL,NULL
1340,Арсений Давидович Кулагин,муж,1976-09-10,43859881039,73105106105
1341,Журавлев Радислав Виленович,муж,1991-01-14,1048101310869,191001021310
1342,Александрова Клавдия Борисовна,жен,1994-07-22,62510853665,87067511016
1343,Ершова Нинель Наумовна,жен,1980-12-30,5071010586810,01070005050
1344,Кузьмина Олимпиада Станиславовна,жен,2019-06-23,NULL,NULL
1345,тов. Кондратьев Селиверст Арсенович,муж,2019-04-09,NULL,NULL
1346,Жданов Будимир Иосифович,муж,2004-11-27,70022161004,NULL
1347,Лобанова Екатерина Филипповна,жен,1971-03-08,10785282578,10342397374
1348,Аристарх Исидорович Прохоров,муж,1996-03-21,5732774875,05083322101
1349,Ирина Кирилловна Абрамова,жен,1998-03-12,339210105299,7819766751
1350,Тихонов Гордей Эдгардович,муж,1992-01-01,0106781026105,32100396106
1351,тов. Овчинников Автоном Афанасьевич,муж,2008-05-24,NULL,NULL
1352,Орехова Раиса Валентиновна,жен,2014-08-03,NULL,NULL
1353,Варвара Станиславовна Наумова,жен,1975-05-04,210845811310,88105697061
1354,Каллистрат Игнатьевич Селиверстов,муж,2011-07-18,NULL,NULL
1355,Демид Бенедиктович Галкин,муж,1986-04-29,10202310020,510810333723
1356,Евдокимова Оксана Кирилловна,жен,1994-04-06,12431043226,510662237100
1357,Чернова Анжелика Руслановна,жен,2012-11-22,NULL,NULL
1358,Ирина Вячеславовна Щукина,жен,1985-11-21,1010150104569,7552021772
1359,Кондратьев Захар Матвеевич,муж,2015-11-03,NULL,NULL
1360,Юлия Тимуровна Ковалева,жен,1970-08-19,0619543054,5824416378
1361,Александра Харитоновна Жданова,жен,2006-07-26,NULL,NULL
1362,Модест Фокич Александров,муж,1992-01-27,1607792712,75310385244
1363,Боян Ермилович Денисов,муж,1997-09-17,73537710239,61048920333
1364,Ипатий Бориславович Федосеев,муж,2011-02-27,NULL,NULL
1365,Людмила Эльдаровна Моисеева,жен,1984-06-30,3233582153,60401078723
1366,Ефрем Ерофеевич Дроздов,муж,1996-07-20,1314958040,6662441913
1367,Тамара Николаевна Нестерова,жен,1983-04-29,6462220984,34103098726
1368,Адриан Данилович Алексеев,муж,1998-01-13,90022980109,6331184299
1369,Ковалева Глафира Егоровна,жен,1972-05-15,7771391290,1344914531
1370,Наумова Зоя Эдуардовна,жен,2007-08-17,NULL,NULL
1371,Лукьян Фокич Киселев,муж,1991-09-04,1021002103531,81102407549
1372,Кузьма Антонович Беляев,муж,2002-09-01,58221031984,NULL
